Date Time	High-Res Temp (*C) c:1 2	Dew Point (*C) c:1 3	RH (%) c:3
02/08/18 09:00:00.0	21.93	-12.08	9.1
02/08/18 09:30:00.0	21.54	-11.44	9.8
02/08/18 10:00:00.0	21.83	-11.44	9.8
02/08/18 10:30:00.0	22.14	-11.15	9.8
02/08/18 11:00:00.0	22.38	-11.38	9.4
02/08/18 11:30:00.0	22.52	-10.86	9.8
02/08/18 12:00:00.0	22.62	-10.49	10.1
02/08/18 12:30:00.0	22.69	-10.57	9.8
02/08/18 13:00:00.0	22.67	-10.86	9.8
02/08/18 13:30:00.0	22.64	-10.86	9.8
02/08/18 14:00:00.0	22.64	-10.86	9.8
02/08/18 14:30:00.0	22.6	-10.49	10.1
02/08/18 15:00:00.0	22.55	-10	10.5
02/08/18 15:30:00.0	22.52	-10.49	10.1
02/08/18 16:00:00.0	22.52	-10.49	10.1
02/08/18 16:30:00.0	22.5	-10.86	9.8
02/08/18 17:00:00.0	22.48	-10.86	9.8
02/08/18 17:30:00.0	22.43	-10.49	10.1
02/08/18 18:00:00.0	22.43	-10	10.5
02/08/18 18:30:00.0	22.4	-10.49	10.1
02/08/18 19:00:00.0	22.38	-10	10.5
02/08/18 19:30:00.0	22.38	-10	10.5
02/08/18 20:00:00.0	22.38	-10	10.5
02/08/18 20:30:00.0	22.36	-10	10.5
02/08/18 21:00:00.0	22.36	-10	10.5
02/08/18 21:30:00.0	22.31	-9.64	10.8
02/08/18 22:00:00.0	22.26	-9.48	11.2
02/08/18 22:30:00.0	22.24	-9.48	11.2
02/08/18 23:00:00.0	22.19	-9.03	11.6
02/08/18 23:30:00.0	22.16	-9.03	11.6
02/09/18 00:00:00.0	22.14	-9.03	11.6
02/09/18 00:30:00.0	22.12	-9.03	11.6
02/09/18 01:00:00.0	22.12	-9.03	11.6
02/09/18 01:30:00.0	22.09	-8.7	11.9
02/09/18 02:00:00.0	22.09	-8.7	11.9
02/09/18 02:30:00.0	22.07	-8.7	11.9
02/09/18 03:00:00.0	22.04	-8.7	11.9
02/09/18 03:30:00.0	22.04	-8.7	11.9
02/09/18 04:00:00.0	22.02	-8.7	11.9
02/09/18 04:30:00.0	22.02	-8.7	11.9
02/09/18 05:00:00.0	22.02	-9.03	11.6
02/09/18 05:30:00.0	22.07	-9.03	11.6
02/09/18 06:00:00.0	22.12	-9.48	11.2
02/09/18 06:30:00.0	22.16	-9.48	11.2
02/09/18 07:00:00.0	22.21	-9.48	11.2
02/09/18 07:30:00.0	22.26	-9.48	11.2
02/09/18 08:00:00.0	22.31	-9.64	10.8
02/09/18 08:30:00.0	22.33	-10	10.5
02/09/18 09:00:00.0	22.33	-9.64	10.8
02/09/18 09:30:00.0	22.36	-9.64	10.8
02/09/18 10:00:00.0	22.4	-9.64	10.8
02/09/18 10:30:00.0	22.4	-9.64	10.8
02/09/18 11:00:00.0	22.43	-9.64	10.8
02/09/18 11:30:00.0	22.45	-10	10.5
02/09/18 12:00:00.0	22.48	-9.64	10.8
02/09/18 12:30:00.0	22.5	-9.64	10.8
02/09/18 13:00:00.0	22.52	-9.64	10.8
02/09/18 13:30:00.0	22.52	-9.18	11.2
02/09/18 14:00:00.0	22.57	-9.64	10.8
02/09/18 14:30:00.0	22.57	-9.64	10.8
02/09/18 15:00:00.0	22.57	-10	10.5
02/09/18 15:30:00.0	22.6	-10	10.5
02/09/18 16:00:00.0	22.62	-10	10.5
02/09/18 16:30:00.0	22.6	-10.49	10.1
02/09/18 17:00:00.0	22.6	-10.49	10.1
02/09/18 17:30:00.0	22.6	-10.86	9.8
02/09/18 18:00:00.0	22.6	-10.86	9.8
02/09/18 18:30:00.0	22.6	-11.38	9.4
02/09/18 19:00:00.0	22.6	-11.38	9.4
02/09/18 19:30:00.0	22.6	-11.38	9.4
02/09/18 20:00:00.0	22.6	-11.38	9.4
02/09/18 20:30:00.0	22.6	-11.38	9.4
02/09/18 21:00:00.0	22.6	-11.79	9.1
02/09/18 21:30:00.0	22.55	-12.2	8.8
02/09/18 22:00:00.0	22.5	-12.2	8.8
02/09/18 22:30:00.0	22.45	-12.2	8.8
02/09/18 23:00:00.0	22.43	-12.2	8.8
02/09/18 23:30:00.0	22.4	-12.78	8.4
02/10/18 00:00:00.0	22.38	-12.2	8.8
02/10/18 00:30:00.0	22.38	-12.2	8.8
02/10/18 01:00:00.0	22.33	-12.2	8.8
02/10/18 01:30:00.0	22.33	-12.2	8.8
02/10/18 02:00:00.0	22.31	-12.2	8.8
02/10/18 02:30:00.0	22.31	-12.78	8.4
02/10/18 03:00:00.0	22.28	-13.51	8.1
02/10/18 03:30:00.0	22.28	-13.06	8.4
02/10/18 04:00:00.0	22.28	-12.49	8.8
02/10/18 04:30:00.0	22.26	-12.49	8.8
02/10/18 05:00:00.0	22.26	-12.49	8.8
02/10/18 05:30:00.0	22.24	-12.49	8.8
02/10/18 06:00:00.0	22.26	-12.49	8.8
02/10/18 06:30:00.0	22.28	-12.49	8.8
02/10/18 07:00:00.0	22.33	-12.2	8.8
02/10/18 07:30:00.0	22.36	-12.2	8.8
02/10/18 08:00:00.0	22.38	-12.2	8.8
02/10/18 08:30:00.0	22.4	-12.78	8.4
02/10/18 09:00:00.0	22.4	-12.78	8.4
02/10/18 09:30:00.0	22.43	-12.78	8.4
02/10/18 10:00:00.0	22.45	-13.22	8.1
02/10/18 10:30:00.0	22.45	-13.22	8.1
02/10/18 11:00:00.0	22.48	-13.22	8.1
02/10/18 11:30:00.0	22.48	-13.22	8.1
02/10/18 12:00:00.0	22.48	-13.22	8.1
02/10/18 12:30:00.0	22.5	-13.22	8.1
02/10/18 13:00:00.0	22.5	-12.78	8.4
02/10/18 13:30:00.0	22.52	-12.78	8.4
02/10/18 14:00:00.0	22.55	-12.78	8.4
02/10/18 14:30:00.0	22.55	-12.78	8.4
02/10/18 15:00:00.0	22.55	-12.78	8.4
02/10/18 15:30:00.0	22.57	-12.78	8.4
02/10/18 16:00:00.0	22.57	-12.2	8.8
02/10/18 16:30:00.0	22.6	-12.78	8.4
02/10/18 17:00:00.0	22.6	-12.78	8.4
02/10/18 17:30:00.0	22.6	-13.22	8.1
02/10/18 18:00:00.0	22.6	-13.22	8.1
02/10/18 18:30:00.0	22.6	-12.78	8.4
02/10/18 19:00:00.0	22.6	-12.78	8.4
02/10/18 19:30:00.0	22.6	-13.22	8.1
02/10/18 20:00:00.0	22.6	-13.22	8.1
02/10/18 20:30:00.0	22.6	-13.22	8.1
02/10/18 21:00:00.0	22.62	-13.22	8.1
02/10/18 21:30:00.0	22.57	-12.2	8.8
02/10/18 22:00:00.0	22.55	-12.78	8.4
02/10/18 22:30:00.0	22.5	-13.22	8.1
02/10/18 23:00:00.0	22.48	-13.22	8.1
02/10/18 23:30:00.0	22.45	-12.78	8.4
02/11/18 00:00:00.0	22.45	-12.78	8.4
02/11/18 00:30:00.0	22.43	-12.78	8.4
02/11/18 01:00:00.0	22.4	-12.2	8.8
02/11/18 01:30:00.0	22.4	-11.79	9.1
02/11/18 02:00:00.0	22.4	-10.86	9.8
02/11/18 02:30:00.0	22.38	-10.86	9.8
02/11/18 03:00:00.0	22.38	-10.86	9.8
02/11/18 03:30:00.0	22.36	-10.86	9.8
02/11/18 04:00:00.0	22.36	-10.86	9.8
02/11/18 04:30:00.0	22.33	-10.86	9.8
02/11/18 05:00:00.0	22.33	-10.86	9.8
02/11/18 05:30:00.0	22.33	-10.86	9.8
02/11/18 06:00:00.0	22.33	-10.86	9.8
02/11/18 06:30:00.0	22.38	-10.49	10.1
02/11/18 07:00:00.0	22.4	-10.86	9.8
02/11/18 07:30:00.0	22.43	-11.38	9.4
02/11/18 08:00:00.0	22.45	-10.86	9.8
02/11/18 08:30:00.0	22.48	-11.38	9.4
02/11/18 09:00:00.0	22.5	-11.38	9.4
02/11/18 09:30:00.0	22.52	-11.38	9.4
02/11/18 10:00:00.0	22.55	-10.86	9.8
02/11/18 10:30:00.0	22.55	-10.86	9.8
02/11/18 11:00:00.0	22.57	-10.86	9.8
02/11/18 11:30:00.0	22.6	-10.86	9.8
02/11/18 12:00:00.0	22.62	-10.49	10.1
02/11/18 12:30:00.0	22.64	-10	10.5
02/11/18 13:00:00.0	22.67	-10	10.5
02/11/18 13:30:00.0	22.69	-9.7	10.5
02/11/18 14:00:00.0	22.72	-9.7	10.5
02/11/18 14:30:00.0	22.69	-10.19	10.1
02/11/18 15:00:00.0	22.64	-10.49	10.1
02/11/18 15:30:00.0	22.62	-10	10.5
02/11/18 16:00:00.0	22.6	-9.64	10.8
02/11/18 16:30:00.0	22.6	-10	10.5
